,Unnamed: 0,state,district,block,panchayat,village,stateCode,districtCode,blockCode,panchayatCode,locationType,name,slug,finyear,value,textValue,lastUpdateDate
118,8598,ANDHRA PRADESH,CHITTOOR,Venkatagiri Kota,,,2,210,210062.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,347804.0,347804.0,2019-10-18
119,8746,ANDHRA PRADESH,CHITTOOR,Vijaya Puram,,,2,210,210021.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,238644.0,238644.0,2019-10-18
120,8894,ANDHRA PRADESH,CHITTOOR,Yadamari,,,2,210,210056.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,140753.0,140753.0,2019-10-18
121,9042,ANDHRA PRADESH,CHITTOOR,Yerpedu,,,2,210,210013.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,252196.0,252196.0,2019-10-18
122,9190,ANDHRA PRADESH,CHITTOOR,Yerravaripalem,,,2,210,210010.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,448787.0,448787.0,2019-10-18
123,162,ANDHRA PRADESH,CUDDAPAH,Atlur,,,2,211,211028.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,210487.0,210487.0,2019-10-18
124,310,ANDHRA PRADESH,CUDDAPAH,B Kodur,,,2,211,211008.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,403107.0,403107.0,2019-10-18
125,458,ANDHRA PRADESH,CUDDAPAH,Badvel,,,2,211,211011.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,302391.0,302391.0,2019-10-18
126,606,ANDHRA PRADESH,CUDDAPAH,Brahmamgarimattam,,,2,211,211007.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,520367.0,520367.0,2019-10-18
127,754,ANDHRA PRADESH,CUDDAPAH,Chakrayapet,,,2,211,211035.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,438940.0,438940.0,2019-10-18
128,902,ANDHRA PRADESH,CUDDAPAH,Chapad,,,2,211,211014.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,228597.0,228597.0,2019-10-18
129,1050,ANDHRA PRADESH,CUDDAPAH,Chennur,,,2,211,211027.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,195593.0,195593.0,2019-10-18
130,1198,ANDHRA PRADESH,CUDDAPAH,Chinnamandem,,,2,211,211048.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,380068.0,380068.0,2019-10-18
131,1346,ANDHRA PRADESH,CUDDAPAH,Chintha Kommadinne,,,2,211,211032.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,375357.0,375357.0,2019-10-18
132,1494,ANDHRA PRADESH,CUDDAPAH,Chitvel,,,2,211,211042.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,303202.0,303202.0,2019-10-18
133,1642,ANDHRA PRADESH,CUDDAPAH,Duvvur,,,2,211,211005.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,381882.0,381882.0,2019-10-18
134,1790,ANDHRA PRADESH,CUDDAPAH,Galiveedu,,,2,211,211050.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,616798.0,616798.0,2019-10-18
135,1938,ANDHRA PRADESH,CUDDAPAH,Gopavaram,,,2,211,211012.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,320631.0,320631.0,2019-10-18
136,2086,ANDHRA PRADESH,CUDDAPAH,Jammalamadugu,,,2,211,211016.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,185773.0,185773.0,2019-10-18
137,2234,ANDHRA PRADESH,CUDDAPAH,Kalasapadu,,,2,211,211009.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,321410.0,321410.0,2019-10-18
138,2382,ANDHRA PRADESH,CUDDAPAH,Kamalapuram,,,2,211,211025.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,338721.0,338721.0,2019-10-18
139,2530,ANDHRA PRADESH,CUDDAPAH,Khajipet,,,2,211,211013.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,320938.0,320938.0,2019-10-18
140,2678,ANDHRA PRADESH,CUDDAPAH,Kodur,,,2,211,211043.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,354817.0,354817.0,2019-10-18
141,2826,ANDHRA PRADESH,CUDDAPAH,Kondapuram,,,2,211,211001.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,230505.0,230505.0,2019-10-18
142,2974,ANDHRA PRADESH,CUDDAPAH,Lakkireddipalle,,,2,211,211036.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,403692.0,403692.0,2019-10-18
143,3122,ANDHRA PRADESH,CUDDAPAH,Lingala,,,2,211,211019.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,310334.0,310334.0,2019-10-18
144,3270,ANDHRA PRADESH,CUDDAPAH,Muddanur,,,2,211,211017.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,423716.0,423716.0,2019-10-18
145,3418,ANDHRA PRADESH,CUDDAPAH,Mylavaram,,,2,211,211002.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,345435.0,345435.0,2019-10-18
146,3566,ANDHRA PRADESH,CUDDAPAH,Nandalur,,,2,211,211040.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,229870.0,229870.0,2019-10-18
147,3714,ANDHRA PRADESH,CUDDAPAH,Obulavaripalle,,,2,211,211044.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,332162.0,332162.0,2019-10-18
148,3862,ANDHRA PRADESH,CUDDAPAH,Peddamudium,,,2,211,211003.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,190483.0,190483.0,2019-10-18
149,4010,ANDHRA PRADESH,CUDDAPAH,Penagaluru,,,2,211,211041.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,411287.0,411287.0,2019-10-18
